Proyecto,Vende,Dirección,Tipo,Zona,Alc.,# Gar.,Area,Sub Zona,Piso,Psep13
Remanso de Chipichape,Arq. y Propiedades,Cl. 4 Nte. # 6A-20,Apto.,Norte,2,1,70,La Flora,6,"177,000,000"
Portal de la Alameda,Const. Melendez,Cl. 53 y 54 Cr. 98B,Apto.,Sur,3,1,71,Caney,301,"149,000,000"
Pio XII Real,Procon,Cl. 4 B Cr. 40,Apto.,Sur,3,1,71,El Refugio,101,"131,900,000"
Palmeras del Caney,Marval,Cr. 85F Cl. 33,Casa,Sur,3,1,71,Caney,1,"53,330,000"
Palmas de Mallorca,Ramírez Caicedo,Cl. 53 # 1-91,Apto.,Norte,2,1,71,Calima,5,"90,600,000"
El Semillero ,Prom. Sta Isabel,Cl. 4B Cr. 96 y 98,Apto.,Sur,3,1,71,El Refugio,501,"85,000,000"
Alameda del Palmar,Ramírez Caicedo,Cl. 53 # 1-126,Apto.,Norte,3,1,71,Calima,3,"82,500,000"
Sta Anita Real,Const. San Joaquin,Cr. 53 Cl. 11A,Apto.,Sur,3,1,71,Ingenio,301,"100,000,000"
Flor de Caña,Ramírez Caicedo,Cl. 53 # 1-96,Apto.,Norte,3,1,71,Calima,501,"119,200,000"
Sendero del Rio,Const. Bolívar,Cr. 101A Cl. 45,Apto.,Sur,3,1,71,Caney,101,"101,165,000"
Parque del Alcazar,Const. Bolívar,Cl. 15A Cr. 68 y 68A,Apto.,Sur,3,1,71,Ingenio,305D,"140,272,000"
Altos de Normandia,Cusezar,Cl. 1B Oe # 4Oe-201,Apto.,Oeste,2,2,71,Aguacatal,602,"172,500,000"
Senderos del Limonar,I.C. Contructores,Cr. 68 Cl. 25,Apto.,Sur,2,1,71,Ingenio,101,"124,000,000"
Conj. Habit. Sayab,I.C. Prefabricados,Cr. 15 # 56-73,Apto.,Sur,3,1,71,Ingenio,803,"121,105,000"
Portal de Toledo,Const. Bolívar,Cr. 69 Cl. 15 y 15A,Apto.,Sur,3,1,71,Ingenio,104 B,"162,396,000"
Colinas del Aguacatal,Grupo Alan,Av. Lucio frente Club la Rivera,Apto.,Oeste,2,0,71,Oeste VIS,101,"71,106,390"
Senderos del Limonar II,I.C. Contructores,Cr. 68 Cl. 25,Apto.,Sur,3,1,71,Ingenio,101,"170,760,000"
Punta del Este,Const. Alpes,Cl. 43 Cr. 111 y 112,Apto.,Sur,3,1,72,Autonoma,401,"141,275,000"
Refugio de los Samanes,Buenavista Const. Prom.,Cl. 5 Cr. 63A,Apto.,Sur,3,1,72,El Refugio,401,"148,000,000"
Bosques de Vizcaya,Const. Normandia,Cr. 1 Cl. 59  Y 61A,Apto.,Norte,3,1,72,Calima,401,"121,000,000"
Kerétaro del Viento,Dklar Asociados,Av. 4 Nte # 62N-90,Apto.,Norte,3,1,72,La Flora,603,"135,093,000"
Terrazas de Miraflores,Const. Las Jotas Ltda.,Cr. 24B Cl. 2 Oeste,Apto.,Oeste,3,1,72,Cristales,501,"130,500,000"
Unid. Res. Sendero del Refugio,Dklar Asociados,Cr. 67 # 1-45,Apto.,Sur,3,1,72,El Refugio,301,"125,000,000"
Karmel,JM Inm.,Cl. 6 Oe # 1a-05,Apto.,Oeste,1,1,72,Santa Teresita,403,"215,000,000"
Mont Brè,Buenavista Const. Prom.,Cr. 4 Cl. 14 Oeste,Apto.,Oeste,2,1,72,Cristales,501,"140,000,000"
Portales del Refugio IV,Dklar Asociados,Av. Circ. Cl. 1 Cr. 68,Apto.,Sur,2,1,72,El Refugio,5,"58,500,000"
El Rosedal de Comfandi,Const. Integral,Cl. 25 Cr. 83C Esq.,Casa,Sur,2,1,72,Caney,1,"35,500,000"
Almeria del Refugio,Promovalle,Cl. 2C # 65-56,Apto.,Sur,3,1,72,El Refugio,5,"78,540,000"
Paraiso del Refugio,Dklar Asociados,Cl. 1 Cr 67 - 68,Apto.,Sur,3,1,72,El Refugio,5,"63,400,000"
Conj. Resid. Alcala,Const. Normandia,Cr. 1 Cl. 59 ,Apto.,Norte,3,1,72,Calima,3,"81,500,000"
San Lorenzo II,ConCali ,Cl. 59 # 2-31,Apto.,Norte,3,1,72,Calima,4,"58,300,000"
Jardín del Lili,Const. Bolívar,Cl. 42 Cr. 96,Casa,Sur,3,1,72,Caney,3,"73,976,000"
Ed. Opal,JM Inm.,Cr. 26 # 3-28 ,Apto.,Sur,2,1,72,Cristales,3,"80,784,000"
Altamira de Menga,SPIWAK,Av. 7 N # 56-360,Apto.,Norte,1,1,72,La Flora,2,"164,016,000"
Reserva de la Flora,Grupo Pijao,Av. 6N Cl. 58N,Apto.,Norte,3,2,72,La Flora,702 T2,"128,028,000"
Eden del refugio,Dklar Asociados,Cl. 1 # 66B-77,Apto.,Sur,3,1,72,El Refugio,501,"81,000,000"
Bosques de Alcala,Const. Normandia,Cr. 1 Cl. 59 ,Apto.,Norte,3,1,72,Calima,401,"94,412,000"
Parque de las Flores,Const. Bolívar,Av. 4N  Cl. 64 y 67,Apto.,Norte,3,1,72,La Flora,502,"126,941,000"
Montana,Const. Melendez,Cr. 97A Cl. 42,Apto.,Sur,2,1,72,Caney,307,"126,156,000"
Bosques de Alcala,Const. Normandia,Cr. 1 Cl. 59 ,Apto.,Norte,3,1,72,Calima,301,"94,300,000"
Arboleda Del Sur II,Corasa ,Cl. 2C  73-146,Apto.,Sur,3,1,72,El Refugio,301,"87,500,000"
Kineret Lofts,Solanillas,Cr. 37 Oe # 2-64,Apto.,Oeste,1,1,72,Cristales,304,"156,000,000"
Aparta. Sta. Barbara Altillo,G y G Arq. Asoc.,Cr. 24C Oeste # 6-85,Apto.,Oeste,1,1,72,Cristales,101,"135,161,000"
Mirador de las Flores,Const. Bolívar,Av. 4N  Cl. 64 y 67,Apto.,Norte,3,1,72,La Flora,510,"140,208,000"
Llanura del Viento,Buenavista Const. Prom.,Cr. 98 Cl. 55,Apto.,Sur,2,1,72,Caney,5,"135,531,000"
Conj. Res. Almenares,Const. Alpes,Cl. 48 Cr. 92 y 94,Apto.,Sur,3,1,73,Caney,401,"97,500,000"
Santa Catalina,Marval,Cr. 96 Cl. 48,Apto.,Sur,3,1,73,Caney,130,"135,446,000"
Mont Brè,Buenavista Const. Prom.,Cr. 4 Cl. 14 Oeste,Apto.,Oeste,2,1,73,Cristales,501,"142,000,000"
Quintas de la Martina,Const. San Joaquin,Cr. 72 Cl. 13B,Apto.,Sur,3,1,73,Ingenio,3,"83,500,000"
Plazuela del Lili,Jaramillo Mora,Cr. 98 Cl. 42,Apto.,Sur,3,1,73,Caney,1,"88,900,000"
Torreon de Alicante,Const. Bolívar,Cl. 15 - 15A Cr. 67 - 68,Apto.,Sur,3,1,73,Ingenio,101,"118,830,000"
Saman de los Cerros,Const. Integral,Cr. 66 Cl. 1C,Apto.,Sur,3,1,73,El Refugio,202,"102,876,000"
Entre Parques Cond. Club,Buenavista Const. Prom.,Cr. 99 Cl. 45,Apto.,Sur,3,1,73,Caney,302,"111,000,000"
Guadiana,Valora.,Cr. 99 Cl. 48,Apto.,Sur,3,1,73,Caney,401,"90,560,000"
Altos del Parque,Prom. C.R. La Estación,Cl. 66 # 1-30,Apto.,Norte,3,1,73,Calima,701,"105,400,000"
Torres del Almeria II,Const. Bolívar,Cr. 69 y 68B Cl. 15A y 16,Apto.,Sur,3,1,73,Ingenio,A-101,"135,404,000"
Kineret Lofts,Solanillas,Cr. 37 Oe # 2-64,Apto.,Oeste,1,1,73,Cristales,705,"184,701,000"
Patios en el Lili,Apiros,Cl. 45 # 98B-01,Apto.,Sur,3,1,73,Caney,301,"124,500,000"
Aparta. Sta. Barbara Altillo,G y G Arq. Asoc.,Cr. 24C Oeste # 6-85,Apto.,Oeste,1,1,73,Cristales,201,"136,782,000"
Prados de Mallorca,Const. Bolívar,Cr. 68 Cl. 17 y 18,Apto.,Sur,3,1,74,Ingenio,313,"163,940,000"
Santa Maria de los Vientos,Const. Colpatria,Av. 6 Cl. 58N,Apto.,Norte,2,1,74,La Flora,104 B,"155,600,000"
Santa Catalina,Marval,Cr. 96 Cl. 48,Apto.,Sur,3,1,74,Caney,129,"138,069,000"
Torres del Parque,Grupo Pijao,Cl. 12C Cr. 29B,Apto.,Sur,3,1,74,Ingenio,4,"82,600,000"
Ed. Sephia Apartaestudios,Velkar.,Av. 5 Nte Cl. 22,Apto.,Norte,1,1,74,La Flora,601,"127,028,000"
Portal del Lili,Cusezar,Cl. 28 Cr. 96,Apto.,Sur,3,1,74,Caney,701,"123,562,000"
Sendero del Rio,Const. Bolívar,Cr. 101A Cl. 45,Apto.,Sur,3,1,74,Caney,301,"107,053,000"
Paseo del Lili,Const. Alpes,Cl. 48 Cr. 92 y 94,Apto.,Sur,3,1,74,Caney,404,"103,410,000"
Conj. Habit. Sayab,I.C. Prefabricados,Cr. 15 # 56-73,Apto.,Sur,3,1,74,Ingenio,812,"122,365,000"
Miro Apartaloft,Indico,Av. 6D # 40N-05,Apto.,Norte,2,1,74,La Flora,"1,109","210,250,000"
Arboleda Del Sur II,Corasa ,Cl. 2C  73-146,Apto.,Sur,3,1,74,El Refugio,501,"89,500,000"
Remanso de la Flora,Ing. Jaime Suarez Cuenca,Cl. 61 N # 3Bis-65,Apto.,Norte,3,1,74,La Flora,402,"115,676,000"
Kineret Lofts,Solanillas,Cr. 37 Oe # 2-64,Apto.,Oeste,1,1,74,Cristales,102,"186,640,000"
Colinas de San Miguel,Consorc. San Miguel,Cr. 1A Cl. 70,Apto.,Sur,3,1,74,El Refugio,301,"60,610,750"
Tairona,Const. Melendez,Cra. 87 Cl. 50,Apto.,Sur,3,1,74,Caney,303,"129,162,000"
Santa Catalina,Marval,Cr. 96 Cl. 48,Apto.,Sur,3,1,75,Caney,428,"144,671,000"
Torres del Camino,Aiki,Cr. 53 # 11-47,Apto.,Sur,3,1,75,Ingenio,301,"173,144,000"
Colores de Sta. Sofia,Const. Colpatria,Cr. 86 Cl. 48,Apto.,Sur,3,1,75,Caney,113,"128,500,000"
Park Avenue,Const. Bariloche,Cr. 83 Cl. 13A bis,Apto.,Sur,2,1,75,Ingenio,102,"190,000,000"
Samanes de Cristales,Aiki,Av. Circ.  5-186,Apto.,Oeste,2,1,75,Cristales,202,"187,000,000"
Alameda Central,Const. Melendez,Cl. 53 y 54 Cr. 98B,Apto.,Sur,3,1,75,Caney,104,"133,000,000"
Portal de la Flora,Conciviles,Cl. 63 Cr. 3G,Apto.,Norte,3,1,75,La Flora,602,"135,988,000"
Palmeras del Caney,Marval,Cr. 85F Cl. 33,Casa,Sur,3,1,75,Caney,1,"56,700,000"
El Parque II,Invisol,Cl. 18 # 66-50,Apto.,Sur,3,2,75,Ingenio,1,"87,900,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,75,El Refugio,1,"119,332,000"
Palmar del Sur,Const. Bolívar,Aut. Simón Bol. - Cr. 98,Casa,Sur,3,1,75,Caney,1,"86,000,000"
Portal de Castilla ,Const. Bariloche,Cr. 76 # 16-41,Apto.,Sur,3,1,75,Ingenio,3,"98,000,000"
Quintas de la Bocana,Marval,Cl. 5 Cr. 73 y 75,Apto.,Sur,3,1,75,El Refugio,5,"83,327,000"
Mayoral del Viento,Axial Const.,Av. 5 Oe # 5-40,Apto.,Oeste,3,2,75,Aguacatal,1,"128,700,000"
Lusitania,Const. Melendez,Cl. 50 Cr. 89 y 90,Casa,Sur,2,1,75,Caney,2 C12,"127,600,000"
Apartaestudio Cristales,Aiki,Av. 25 # 5-186,Apto.,Oeste,2,1,75,Cristales,103,"130,368,000"
Vento Apart. Plus,Aiki,Cl. 8 Oe #25-240,Apto.,Oeste,1,1,75,Cristales,103,"164,556,000"
Portal de la Alameda,Const. Melendez,Cl. 53 y 54 Cr. 98B,Apto.,Sur,3,1,76,Caney,301,"162,000,000"
Parques de la Bocha,Const. Bolívar,Cr. 113A y 115 Cl. 43 y 44,Apto.,Sur,3,1,76,Autonoma,505 A,"163,680,000"
Torres de Valgarda 25,Inacar,Cr. 92 Cl. 25,Apto.,Sur,2,1,76,Caney,801 T4,"167,727,000"
Atrium,Espacio Vital,Cr. 96 # 45-140,Apto.,Sur,3,1,76,Caney,409,"117,000,000"
Palmeras del Caney,Marval,Cr. 85F Cl. 33,Casa,Sur,3,1,76,Caney,1,"57,500,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,76,El Refugio,2,"156,000,000"
Portal de Castilla ,Const. Bariloche,Cr. 76 # 16-41,Apto.,Sur,3,1,76,Ingenio,1,"100,000,000"
Portal de Castilla ,Const. Bariloche,Cr. 76 # 16-41,Apto.,Sur,3,1,76,Ingenio,501,"111,000,000"
Ed. Zaire,Inverco,Cl. 19N # 10-15,Apto.,Norte,1,1,76,Sta Monica Nte,1,"140,600,000"
Plazuela de Pasoancho,Const. Perthell Gonzales,Cr. 53 Cl. 13A-60,Apto.,Sur,3,1,76,Ingenio,401,"118,000,000"
Altamira de Menga,SPIWAK,Av. 7 N # 56-360,Apto.,Norte,2,1,76,La Flora,4,"184,918,000"
Palmar del Oeste,CG Ing. ,Cl. 12 Cr. 3 Oeste,Apto.,Oeste,2,2,76,Santa Teresita,401,"173,000,000"
Guadalupe Real,Marval,Cl. 2 Cr. 53 y 54,Apto.,Sur,3,1,76,El Refugio,825,"130,213,000"
Lili 132 Club,Const. Melendez,Cr. 86 Cl. 50,Apto.,Sur,3,1,76,Caney,104,"112,381,000"
Rincon de Arboleda II,Bienes Seguros OI,Dl. 4A # 78-50,Apto.,Sur,3,1,76,El Refugio,302,"97,361,000"
Ed. Rincón del Bosque,Inv. CIMAR,AV. 10 N # 51N-36,Apto.,Norte,2,1,76,La Flora,402,"128,000,000"
Pio XII Aptos,Bienes Seguros OI,Cl. 4 B Cr. 40,Apto.,Sur,3,1,76,El Refugio,601,"120,850,000"
Kanela Conj. Resd.,Dklar Asociados,Av. 3B bis Cl. 60,Apto.,Norte,3,1,76,La Flora,101,"137,000,000"
Portal del Lili II,Cusezar,Cl. 28 Cr. 98,Apto.,Sur,3,1,77,Caney,602,"167,800,000"
Pio XII Real,Procon,Cl. 4 B Cr. 40,Apto.,Sur,3,1,77,El Refugio,401,"145,312,518"
Colores de Sta. Sofia,Const. Colpatria,Cr. 86 Cl. 48,Apto.,Sur,3,1,77,Caney,516,"126,300,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,77,El Refugio,2,"143,000,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,77,El Refugio,2,"105,000,000"
Torres del Parque,Grupo Pijao,Cl. 12C Cr. 29B,Apto.,Sur,3,1,77,Ingenio,4,"84,200,000"
Valdemoro Club Res.,Osmares,Cl. 5 Cr. 84,Apto.,Sur,3,1,77,Ingenio,403E,"139,482,000"
Altos del Parque,Prom. C.R. La Estación,Cl. 66 # 1-30,Apto.,Norte,3,1,77,Calima,101,"103,000,000"
Conj. Habit. Sayab,I.C. Prefabricados,Cr. 15 # 56-73,Apto.,Sur,3,1,77,Ingenio,811,"123,299,000"
El Nogal Senior Suites,Concretesa,Cr. 2 Oe # 10-60,Apto.,Oeste,2,0,77,Santa Teresita,1,"255,000,000"
Altos del Madrigal,Concretesa,Cr. 99 # 2A-201,Apto.,Sur,3,1,77,El Refugio,301,"88,500,000"
Patios en el Lili Casas,Apiros,Cl. 45 # 98B-01,Casa,Sur,3,1,77,Caney,2,"119,639,000"
Altos del Madrigal,Const. Acción Vital,Cr. 99 # 2A-201,Apto.,Sur,2,1,77,El Refugio,301,"123,000,000"
Alameda Central,Const. Melendez,Cl. 53 y 54 Cr. 98B,Apto.,Sur,3,1,77,Caney,404,"138,000,000"
Ed. El Zahir,Const. Juri Mejia,Av. 10N # 10-73,Apto.,Oeste,1,1,78,Sta Monica Nte,301B,"173,116,000"
San Miguel,Marval,Cr. 99 Cl. 48 y 50,Apto.,Sur,3,1,78,Caney,107,"154,750,000"
Montemadero,Jaramillo Mora,Cl. 28 Cr. 100,Apto.,Sur,3,1,78,Caney,501,"174,700,000"
Madeira,Jaramillo Mora,Cl. 28 y 34 Cr. 100,Apto.,Sur,3,1,78,Caney,501,"142,300,000"
Palmares de Pasoancho,Procon,Cr. 53 # 13-105,Apto.,Sur,3,1,78,Ingenio,5,"69,500,000"
Refugio Plaza Camp.,Proy. y Planes,Cl. 3D # 64-80,Apto.,Sur,3,1,78,El Refugio,3,"65,100,000"
Torres del Parque,Grupo Pijao,Cl. 12C Cr. 29B,Apto.,Sur,3,1,78,Ingenio,2,"85,600,000"
Sottomonte Apartaestudios,Inm. Centenario,Av. Guadalupe # 2-157,Apto.,Sur,1,1,78,El Refugio,506,"146,000,000"
Palmera Real,Const. Melendez,Cr. 83C Cl. 42,Casa,Sur,2,1,78,Caney,2,"96,000,000"
Refugio Real,Const. Perthell Gonzales,Cl. 2 Cr. 66,Apto.,Sur,3,1,78,El Refugio,5,"96,000,000"
Mirador de Avalon,Corasa ,Av. Los Cerros Cr. 37,Apto.,Oeste,3,2,78,Cristales,601,"160,000,000"
Conj. Res. Los Robles,Const. Melendez,Cr. 82 cl. 28,Apto.,Sur,3,1,78,Caney,103,"125,362,000"
Lili 132 Club,Const. Melendez,Cr. 86 Cl. 50,Apto.,Sur,3,1,78,Caney,304,"119,042,000"
Quintas de Cantaclaro,Const. Bolívar,Cr. 101 a 101A Cl. 45,Casa,Sur,3,1,78,Caney,2 - C9A,"98,325,000"
Arboleda del Lili Conj. Res.,Jaramillo Mora,Cr. 98 Cl. 48,Apto.,Sur,3,1,78,Caney,601,"135,640,000"
Lomas del Aguacatal,Comfenalco,Av. 10 Oe Cl. 11,Apto.,Oeste,3,0,78,Oeste VIS,101,"48,500,000"
Portal de Toledo,Const. Bolívar,Cr. 69 Cl. 15 y 15A,Apto.,Sur,3,1,78,Ingenio,301 C,"169,784,000"
Lili del Viento,Inv. Alcabama,Cr. 99 # 45-120,Apto.,Sur,3,1,78,Caney,401,"113,307,000"
Atrium,Espacio Vital,Cr. 96 # 45-140,Apto.,Sur,3,1,79,Caney,404A,"141,511,000"
San Giorgio,Habitek,Cr. 67 Cl. 13B,Apto.,Sur,2,1,79,Ingenio,1,"96,000,000"
Plaza del Saman,Ramírez Caicedo,Cl. 53 # 1-91,Apto.,Norte,3,1,79,Calima,3,"94,000,000"
Altamira de Menga,SPIWAK,Av. 7 N # 56-360,Apto.,Norte,2,1,79,La Flora,4,"181,800,000"
La Espadaña,Const. Melendez,Cl. 50 Cr. 90 y 92,Casa,Sur,3,1,79,Caney,2,"123,253,000"
Loma Verde,Inacar,Cr. 4 Oeste # 15-15,Apto.,Oeste,2,1,79,Cristales,402,"112,000,000"
Palmar del Lili,Jaramillo Mora,Cr. 98 Cl. 45,Apto.,Sur,3,1,79,Caney,301,"111,000,000"
Alameda Central,Const. Melendez,Cl. 53 y 54 Cr. 98B,Apto.,Sur,3,1,79,Caney,604,"143,000,000"
Prados de Mallorca,Const. Bolívar,Cr. 68 Cl. 17 y 18,Apto.,Sur,3,1,79,Ingenio,319,"159,850,000"
Lili del Viento II,Inv. Alcabama,Cr. 99 # 45-120,Apto.,Sur,3,1,79,Caney,402,"130,700,000"
Trivento,Aiki,Cl. 8  5.155,Apto.,Oeste,2,1,79,Cristales,202,"262,000,000"
Alameda Central,Const. Melendez,Cl. 53 y 54 Cr. 98B,Apto.,Sur,3,1,80,Caney,601,"163,000,000"
Gualanday Plaza,Skema,Cr. 98B Cl. 33 y 34,Apto.,Sur,3,1,80,Caney,301,"131,920,000"
Verde Aguacatal,Solanillas,Cl. 11 oe Av. 15 # 105,Apto.,Oeste,2,1,80,Oeste VIS,305,"126,000,000"
Rio Verde,Const. 180 Grados.,Cl. 22 A # 121-223,Apto.,Sur,2,2,80,Ciudad Jardín,305B,"244,000,000"
Palmeras del Caney,Marval,Cr. 85F Cl. 33,Casa,Sur,3,1,80,Caney,1,"70,600,000"
Palmas de Mallorca,Ramírez Caicedo,Cl. 53 # 1-91,Apto.,Norte,2,1,80,Calima,3,"73,300,000"
Conj. Res. Altamira,I.C. Prefabricados,Cl. 14B # 53-120,Apto.,Sur,3,1,80,Ingenio,601,"118,500,000"
Portal de Castilla ,Const. Bariloche,Cr. 76 # 16-41,Apto.,Sur,3,1,80,Ingenio,402,"112,000,000"
Juanambu Flex,Nagui Sabet Asoc.,Av. 9 Nte # 5-95,Apto.,Oeste,1,2,80,Sta Monica Nte,4,"164,546,000"
Valdemoro Club Res.,Osmares,Cl. 5 Cr. 84,Apto.,Sur,3,1,80,Ingenio,402E,"139,482,000"
Palmar del Oeste,CG Ing. ,Cl. 12 Cr. 3 Oeste,Apto.,Oeste,2,2,80,Santa Teresita,Ph8,"308,000,000"
Torreon de Alicante,Const. Bolívar,Cl. 15 - 15A Cr. 67 - 68,Apto.,Sur,3,1,80,Ingenio,301,"127,617,000"
Colinas de Chipichape,Jaime Cardenas,Av. 7 Nte # 40N-17,Casa,Norte,1,2,80,La Flora,2,"180,000,000"
Lili 132 Club,Const. Melendez,Cr. 86 Cl. 50,Apto.,Sur,3,1,80,Caney,503,"121,029,000"
La Espadaña II,Const. Melendez,Cr. 86 Cl. 50,Casa,Sur,2,1,80,Caney,2 C31,"122,558,000"
Arboleda Del Sur II,Corasa ,Cl. 2C  73-146,Apto.,Sur,3,1,80,El Refugio,101,"92,000,000"
Torres del Almeria II,Const. Bolívar,Cr. 69 y 68B Cl. 15A y 16,Apto.,Sur,3,1,80,Ingenio,A-302,"142,188,000"
Remanso de Chipichape,Arq. y Propiedades,Cl. 4 Nte. # 6A-20,Apto.,Norte,2,1,80,La Flora,6,"185,490,000"
Arboledas 360,JM Inm.,Cr. 2b Oeste  5-168,Apto.,Oeste,1,2,80,Santa Teresita,404,"211,060,000"
Mirador de Terrazas,Marval,Cl. 20 Cr. 100,Apto.,Sur,3,1,81,Ciudad Jardín,628,"171,290,000"
Terrazino,Solanillas,Cl. 34AN  # 2AN-70,Apto.,Norte,3,2,81,La Flora,602,"145,212,000"
Jardín del Viento,Const. Bolívar,Cr. 1 Cl. 55 y 56,Casa,Norte,3,1,81,Calima,3,"58,010,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,81,El Refugio,1,"116,000,000"
Torres del Parque,Grupo Pijao,Cl. 12C Cr. 29B,Apto.,Sur,3,1,81,Ingenio,4,"94,000,000"
Quintas de la Bocana,Marval,Cl. 5 Cr. 73 y 75,Apto.,Sur,3,1,81,El Refugio,8,"90,615,000"
Sottomonte Apartaestudios,Inm. Centenario,Av. Guadalupe # 2-157,Apto.,Sur,2,1,81,El Refugio,306,"160,000,000"
Rincón de la Arboleda,Procon,Cl. 4 Cr. 78,Apto.,Sur,3,1,81,El Refugio,3,"81,500,000"
La Aljaba,JM Inm.,Cl. 12  Cr. 2 Oeste,Apto.,Oeste,1,2,81,Cristales,3,"141,000,000"
Bocana Real,Marval,Cl. 5 Cr. 76,Apto.,Sur,3,1,81,El Refugio,4,"97,450,000"
Bilbao Edificio,Habitek,Av. 10 N # 7N-40,Apto.,Oeste,3,2,81,Sta Monica Nte,802,"170,100,000"
Nogales del Lili,Marval,Av. Simón Bol. Cr. 86,Apto.,Sur,3,1,81,Caney,539,"125,420,000"
Reserva de Sta Isabel,Inv. Emmanuel,Cr. 37 Cl. 4,Apto.,Oeste,2,1,81,Cristales,103,"129,300,000"
Senderos del Limonar,I.C. Contructores,Cr. 68 Cl. 25,Apto.,Sur,2,1,81,Ingenio,301,"148,000,000"
Lili 132 Club,Const. Melendez,Cr. 86 Cl. 50,Apto.,Sur,3,1,81,Caney,502,"127,051,000"
La Espadaña II,Const. Melendez,Cr. 86 Cl. 50,Casa,Sur,2,1,81,Caney,2 C29,"124,228,000"
Arboleda Del Sur II,Corasa ,Cl. 2C  73-146,Apto.,Sur,3,1,81,El Refugio,103,"93,000,000"
Kanela Conj. Resd.,Dklar Asociados,Av. 3B bis Cl. 60,Apto.,Norte,3,1,81,La Flora,301,"149,000,000"
Zoe Apartaestudios,Inv. Las Jotas,Cr. 2 Oe # 13-109,Apto.,Oeste,1,1,81,Santa Teresita,"1,001","205,105,000"
Quintas de Marbella,Const. Normandia,Cr. 1 Cl. 59 ,Casa,Norte,3,1,81,Calima,2,"160,000,000"
Palmeras de la Bocha,Const. Bolívar,Cr. 111 y 112 Cl. 44 y 46,Apto.,Sur,3,1,81,Autonoma,402,"140,670,000"
Senderos del Limonar II,I.C. Contructores,Cr. 68 Cl. 25,Apto.,Sur,3,1,81,Ingenio,401,"183,890,000"
San Miguel,Marval,Cr. 99 Cl. 48 y 50,Apto.,Sur,3,1,82,Caney,104,"164,918,000"
Gualanday Plaza,Skema,Cr. 98B Cl. 33 y 34,Apto.,Sur,3,1,82,Caney,301,"135,218,000"
Portal de la Flora,Conciviles,Cl. 63 Cr. 3G,Apto.,Norte,3,1,82,La Flora,604,"149,987,000"
Refugio Plaza Camp.,Proy. y Planes,Cl. 3D # 64-80,Apto.,Sur,3,1,82,El Refugio,5,"64,100,000"
Parq. de las Quintas,Const. Bolívar,Cr. 75 # 13B-40,Apto.,Sur,3,1,82,Ingenio,6,"101,150,000"
Rincón de Pasoancho,Const. Bolívar,Av. Pasoancho Cr. 56,Apto.,Sur,3,1,82,Ingenio,4,"95,372,000"
Patios de la Flora ,Apiros,Cl. 52 Av. 5 BN,Apto.,Norte,3,2,82,La Flora,703,"136,820,000"
San Lorenzo II,ConCali ,Cl. 59 # 2-31,Apto.,Norte,3,1,82,Calima,3,"64,000,000"
Balcones del Limonar,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,82,Ingenio,5,"144,800,000"
Reserva de la Flora,Grupo Pijao,Av. 6N Cl. 58N,Apto.,Norte,3,2,82,La Flora,601 T2,"143,542,000"
Entre Parques Cond. Club,Buenavista Const. Prom.,Cr. 99 Cl. 45,Apto.,Sur,3,1,82,Caney,301,"131,000,000"
Paseo del Lili,Const. Alpes,Cl. 48 Cr. 92 y 94,Apto.,Sur,3,1,82,Caney,403,"100,000,000"
Piedragrande,Jaramillo Mora,Cr. 100 Cl. 42,Apto.,Sur,3,1,82,Caney,101,"126,601,000"
Terrazas de Cañasgordas,Marval,Cr. 101A # 19-22,Apto.,Sur,3,2,82,Ciudad Jardín,610,"144,125,000"
Miro Apartaloft,Indico,Av. 6D # 40N-05,Apto.,Norte,2,2,82,La Flora,308,"180,300,000"
Rio Aptos,Const. 180 Grados.,Cr. 102 # 17-37,Apto.,Sur,1,1,82,Ciudad Jardín,216,"174,651,000"
Alameda Central,Const. Melendez,Cl. 53 y 54 Cr. 98B,Apto.,Sur,3,1,82,Caney,403,"140,075,000"
Toscana Club Res.,Const. Melendez,Av. Simon Bolivar Cr. 86,Apto.,Sur,3,1,83,Caney,401,"168,000,000"
Villa Magna,Solevento,Cl. 1B # 55-56,Apto.,Sur,3,1,83,El Refugio,401,"170,504,000"
Torres de San Agustin,Const. Alpes,Cr. 86 Cl. 42,Apto.,Sur,3,1,83,Caney,6,"92,768,000"
El Parque II,Invisol,Cl. 18 # 66-50,Apto.,Sur,3,2,83,Ingenio,ph8,"97,500,000"
Torres del Parque,Grupo Pijao,Cl. 12C Cr. 29B,Apto.,Sur,3,1,83,Ingenio,8,"92,400,000"
Verde Natura,Const. Bolívar,Cl. 42-45 Cr. 86,Apto.,Sur,3,1,83,Caney,3,"97,500,000"
Conj. Res. Altamira,I.C. Prefabricados,Cl. 14B # 53-120,Apto.,Sur,3,1,83,Ingenio,702,"115,500,000"
Samanes de la Martina,Proy. y Planes,Cr. 72 Cl. 13B,Apto.,Sur,3,1,83,Ingenio,3,"101,000,000"
